Ukazatel,IndicatorType,Druh PHM,CENPHM1,Měsíce,CasM,Území,Uz0,Hodnota
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,červen 2024,2024-06,Česko,CZ,36.34
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,červenec 2024,2024-07,Česko,CZ,37.12
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,srpen 2024,2024-08,Česko,CZ,36.08
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,září 2024,2024-09,Česko,CZ,34.22
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,říjen 2024,2024-10,Česko,CZ,34.21
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,listopad 2024,2024-11,Česko,CZ,34.66
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,prosinec 2024,2024-12,Česko,CZ,35.1
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,leden 2025,2025-01,Česko,CZ,35.79
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,únor 2025,2025-02,Česko,CZ,36.02
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,březen 2025,2025-03,Česko,CZ,34.83
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,duben 2025,2025-04,Česko,CZ,33.56
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,květen 2025,2025-05,Česko,CZ,32.67
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,červen 2025,2025-06,Česko,CZ,33.04
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,červenec 2025,2025-07,Česko,CZ,33.95
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,srpen 2025,2025-08,Česko,CZ,33.59
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,září 2025,2025-09,Česko,CZ,33.19
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,říjen 2025,2025-10,Česko,CZ,33.14
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,listopad 2025,2025-11,Česko,CZ,34.03
Průměrná cena pohonných hmot,6621,Motorová nafta [Kč/l],722101,prosinec 2025,2025-12,Česko,CZ,33.5
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2001,2001-01,Česko,CZ,16.73
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2001,2001-02,Česko,CZ,15.92
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2001,2001-03,Česko,CZ,15.22
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2001,2001-04,Česko,CZ,13.79
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2001,2001-05,Česko,CZ,13.02
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2001,2001-06,Česko,CZ,12.49
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2001,2001-07,Česko,CZ,12.39
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2001,2001-08,Česko,CZ,12.29
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2001,2001-09,Česko,CZ,12.01
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2001,2001-10,Česko,CZ,11.85
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2001,2001-11,Česko,CZ,11.69
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2001,2001-12,Česko,CZ,11.57
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2002,2002-01,Česko,CZ,11.52
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2002,2002-02,Česko,CZ,11.39
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2002,2002-03,Česko,CZ,11.21
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2002,2002-04,Česko,CZ,11.0
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2002,2002-05,Česko,CZ,11.05
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2002,2002-06,Česko,CZ,10.68
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2002,2002-07,Česko,CZ,10.5
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2002,2002-08,Česko,CZ,10.52
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2002,2002-09,Česko,CZ,10.3
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2002,2002-10,Česko,CZ,11.45
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2002,2002-11,Česko,CZ,11.42
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2002,2002-12,Česko,CZ,11.91
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2003,2003-01,Česko,CZ,12.37
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2003,2003-02,Česko,CZ,12.38
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2003,2003-03,Česko,CZ,12.85
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2003,2003-04,Česko,CZ,12.7
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2003,2003-05,Česko,CZ,12.07
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2003,2003-06,Česko,CZ,11.7
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2003,2003-07,Česko,CZ,11.29
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2003,2003-08,Česko,CZ,10.77
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2003,2003-09,Česko,CZ,10.8
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2003,2003-10,Česko,CZ,11.06
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2003,2003-11,Česko,CZ,11.39
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2003,2003-12,Česko,CZ,11.55
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2004,2004-01,Česko,CZ,12.43
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2004,2004-02,Česko,CZ,12.9
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2004,2004-03,Česko,CZ,13.55
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2004,2004-04,Česko,CZ,13.56
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2004,2004-05,Česko,CZ,13.61
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2004,2004-06,Česko,CZ,13.38
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2004,2004-07,Česko,CZ,13.43
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2004,2004-08,Česko,CZ,13.51
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2004,2004-09,Česko,CZ,13.61
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2004,2004-10,Česko,CZ,14.24
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2004,2004-11,Česko,CZ,14.49
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2004,2004-12,Česko,CZ,14.86
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2005,2005-01,Česko,CZ,14.9
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2005,2005-02,Česko,CZ,14.41
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2005,2005-03,Česko,CZ,14.14
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2005,2005-04,Česko,CZ,13.65
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2005,2005-05,Česko,CZ,13.33
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2005,2005-06,Česko,CZ,13.01
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2005,2005-07,Česko,CZ,12.98
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2005,2005-08,Česko,CZ,13.1
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2005,2005-09,Česko,CZ,14.14
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2005,2005-10,Česko,CZ,14.91
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2005,2005-11,Česko,CZ,15.49
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2005,2005-12,Česko,CZ,15.34
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2006,2006-01,Česko,CZ,15.69
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2006,2006-02,Česko,CZ,16.2
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2006,2006-03,Česko,CZ,16.08
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2006,2006-04,Česko,CZ,15.76
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2006,2006-05,Česko,CZ,15.37
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2006,2006-06,Česko,CZ,15.0
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2006,2006-07,Česko,CZ,14.75
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2006,2006-08,Česko,CZ,14.72
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2006,2006-09,Česko,CZ,14.62
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2006,2006-10,Česko,CZ,14.55
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2006,2006-11,Česko,CZ,14.42
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2006,2006-12,Česko,CZ,14.36
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2007,2007-01,Česko,CZ,14.27
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2007,2007-02,Česko,CZ,14.0
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2007,2007-03,Česko,CZ,13.82
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2007,2007-04,Česko,CZ,13.71
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2007,2007-05,Česko,CZ,13.61
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2007,2007-06,Česko,CZ,13.75
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2007,2007-07,Česko,CZ,13.93
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2007,2007-08,Česko,CZ,14.16
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2007,2007-09,Česko,CZ,14.43
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2007,2007-10,Česko,CZ,14.67
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2007,2007-11,Česko,CZ,15.58
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2007,2007-12,Česko,CZ,16.05
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2008,2008-01,Česko,CZ,16.13
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2008,2008-02,Česko,CZ,16.08
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2008,2008-03,Česko,CZ,16.01
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2008,2008-04,Česko,CZ,15.97
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2008,2008-05,Česko,CZ,15.93
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2008,2008-06,Česko,CZ,16.2
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2008,2008-07,Česko,CZ,16.39
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2008,2008-08,Česko,CZ,16.28
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2008,2008-09,Česko,CZ,16.1
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2008,2008-10,Česko,CZ,15.59
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2008,2008-11,Česko,CZ,15.52
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2008,2008-12,Česko,CZ,14.51
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2009,2009-01,Česko,CZ,13.66
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2009,2009-02,Česko,CZ,13.32
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2009,2009-03,Česko,CZ,13.3
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2009,2009-04,Česko,CZ,12.97
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2009,2009-05,Česko,CZ,12.75
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2009,2009-06,Česko,CZ,12.5
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2009,2009-07,Česko,CZ,12.31
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2009,2009-08,Česko,CZ,12.2
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2009,2009-09,Česko,CZ,12.21
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2009,2009-10,Česko,CZ,12.0
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2009,2009-11,Česko,CZ,12.34
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2009,2009-12,Česko,CZ,12.79
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2010,2010-01,Česko,CZ,13.3
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2010,2010-02,Česko,CZ,14.21
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2010,2010-03,Česko,CZ,14.67
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2010,2010-04,Česko,CZ,14.69
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2010,2010-05,Česko,CZ,14.59
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2010,2010-06,Česko,CZ,14.48
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2010,2010-07,Česko,CZ,14.53
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2010,2010-08,Česko,CZ,14.46
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2010,2010-09,Česko,CZ,14.38
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2010,2010-10,Česko,CZ,14.35
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2010,2010-11,Česko,CZ,14.65
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2010,2010-12,Česko,CZ,16.52
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2011,2011-01,Česko,CZ,17.16
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2011,2011-02,Česko,CZ,17.56
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2011,2011-03,Česko,CZ,17.4
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2011,2011-04,Česko,CZ,17.41
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2011,2011-05,Česko,CZ,17.34
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2011,2011-06,Česko,CZ,17.21
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2011,2011-07,Česko,CZ,17.03
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2011,2011-08,Česko,CZ,16.93
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2011,2011-09,Česko,CZ,16.84
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2011,2011-10,Česko,CZ,16.76
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2011,2011-11,Česko,CZ,16.79
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2011,2011-12,Česko,CZ,17.19
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2012,2012-01,Česko,CZ,17.38
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2012,2012-02,Česko,CZ,17.68
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2012,2012-03,Česko,CZ,18.23
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2012,2012-04,Česko,CZ,18.35
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2012,2012-05,Česko,CZ,18.15
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2012,2012-06,Česko,CZ,17.86
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2012,2012-07,Česko,CZ,17.22
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2012,2012-08,Česko,CZ,17.0
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2012,2012-09,Česko,CZ,17.25
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2012,2012-10,Česko,CZ,17.75
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2012,2012-11,Česko,CZ,17.91
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2012,2012-12,Česko,CZ,18.21
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2013,2013-01,Česko,CZ,18.2
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2013,2013-02,Česko,CZ,18.1
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2013,2013-03,Česko,CZ,17.96
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2013,2013-04,Česko,CZ,17.64
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2013,2013-05,Česko,CZ,17.26
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2013,2013-06,Česko,CZ,17.06
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2013,2013-07,Česko,CZ,16.95
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2013,2013-08,Česko,CZ,16.89
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2013,2013-09,Česko,CZ,17.08
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2013,2013-10,Česko,CZ,17.0
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2013,2013-11,Česko,CZ,17.18
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2013,2013-12,Česko,CZ,17.7
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2014,2014-01,Česko,CZ,18.16
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2014,2014-02,Česko,CZ,18.11
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2014,2014-03,Česko,CZ,17.84
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2014,2014-04,Česko,CZ,17.55
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2014,2014-05,Česko,CZ,17.37
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2014,2014-06,Česko,CZ,17.28
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2014,2014-07,Česko,CZ,17.36
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2014,2014-08,Česko,CZ,17.55
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2014,2014-09,Česko,CZ,17.57
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2014,2014-10,Česko,CZ,17.42
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2014,2014-11,Česko,CZ,17.25
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2014,2014-12,Česko,CZ,16.95
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2015,2015-01,Česko,CZ,16.26
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2015,2015-02,Česko,CZ,15.71
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2015,2015-03,Česko,CZ,15.46
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2015,2015-04,Česko,CZ,15.33
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2015,2015-05,Česko,CZ,15.16
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2015,2015-06,Česko,CZ,14.72
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2015,2015-07,Česko,CZ,14.55
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2015,2015-08,Česko,CZ,14.28
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2015,2015-09,Česko,CZ,13.91
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2015,2015-10,Česko,CZ,13.69
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2015,2015-11,Česko,CZ,13.56
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2015,2015-12,Česko,CZ,13.56
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2016,2016-01,Česko,CZ,13.33
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2016,2016-02,Česko,CZ,12.74
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2016,2016-03,Česko,CZ,12.2
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2016,2016-04,Česko,CZ,12.11
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2016,2016-05,Česko,CZ,11.91
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2016,2016-06,Česko,CZ,11.79
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2016,2016-07,Česko,CZ,11.98
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2016,2016-08,Česko,CZ,11.96
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2016,2016-09,Česko,CZ,12.23
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2016,2016-10,Česko,CZ,12.5
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2016,2016-11,Česko,CZ,12.96
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2016,2016-12,Česko,CZ,13.48
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2017,2017-01,Česko,CZ,13.8
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2017,2017-02,Česko,CZ,14.39
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2017,2017-03,Česko,CZ,14.35
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2017,2017-04,Česko,CZ,14.16
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2017,2017-05,Česko,CZ,14.02
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2017,2017-06,Česko,CZ,13.81
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2017,2017-07,Česko,CZ,13.44
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2017,2017-08,Česko,CZ,13.33
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2017,2017-09,Česko,CZ,13.65
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2017,2017-10,Česko,CZ,13.97
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2017,2017-11,Česko,CZ,14.06
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2017,2017-12,Česko,CZ,14.1
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2018,2018-01,Česko,CZ,14.13
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2018,2018-02,Česko,CZ,14.11
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2018,2018-03,Česko,CZ,13.94
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2018,2018-04,Česko,CZ,13.82
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2018,2018-05,Česko,CZ,14.08
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2018,2018-06,Česko,CZ,14.28
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2018,2018-07,Česko,CZ,14.69
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2018,2018-08,Česko,CZ,14.98
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2018,2018-09,Česko,CZ,15.11
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2018,2018-10,Česko,CZ,15.76
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2018,2018-11,Česko,CZ,15.94
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2018,2018-12,Česko,CZ,15.41
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2019,2019-01,Česko,CZ,14.97
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2019,2019-02,Česko,CZ,14.49
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2019,2019-03,Česko,CZ,14.2
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2019,2019-04,Česko,CZ,14.41
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2019,2019-05,Česko,CZ,14.5
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2019,2019-06,Česko,CZ,14.41
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2019,2019-07,Česko,CZ,14.09
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,srpen 2019,2019-08,Česko,CZ,13.85
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,září 2019,2019-09,Česko,CZ,13.6
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,říjen 2019,2019-10,Česko,CZ,13.58
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,listopad 2019,2019-11,Česko,CZ,13.81
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,prosinec 2019,2019-12,Česko,CZ,13.86
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,leden 2020,2020-01,Česko,CZ,14.04
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,únor 2020,2020-02,Česko,CZ,13.91
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,březen 2020,2020-03,Česko,CZ,13.27
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,duben 2020,2020-04,Česko,CZ,12.32
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,květen 2020,2020-05,Česko,CZ,11.7
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červen 2020,2020-06,Česko,CZ,11.91
Průměrná cena pohonných hmot,6621,LPG [Kč/l],722301,červenec 2020,2020-07,Česko,CZ,12.2
